"","Customer","Building","BuildingType","Area","BuildingYear","Electricity2019","Electricity2020","Heating2019","Heating2020"
"1","Värnfåglarna","Sibirisk Tundrapipare","Kontor","2265","null",7.71390728476821,2.97897172980131,44.7275938189845,36.1163754975717
"2","Värnfåglarna","Bläsgås","Kontor","16114","null",45.4940548617969,27.0540399652477,53.3280997890034,42.3404609762317
"3","Värnfåglarna","Storlabb","Kontor","5519","1966",22.164350065048,16.7576271063599,84.5982967928973,66.7249501721326
"4","Värnfåglarna","Alpkaja","Kontor","3312","null",5.59413949275363,6.55099335748793,61.1422101449275,54.7007850241546
"5","Värnfåglarna","Fältsångare","Kontor","3839","null",15.441572806981,16.3957673873405,70.4787705131545,52.0494920552227
"6","Värnfåglarna","Rödspov","Kontor","6400","1988",32.1236874967187,34.7089375,68.7641098023437,60.0065801328125
"7","Värnfåglarna","Ringnäbbad Mås","Kontor","5517","null",23.018075040783,24.2226699293092,65.1676635852819,46.4944716331339
"8","Värnfåglarna","Fjällabb","Kontor","21816","null",22.6940594059406,26.8967363403007,21.0180143014301,23.8531811514485
"9","Värnfåglarna","Kornknarr","Kontor","3458","null",17.1088490456911,16.8155581260845,40.2466743782533,31.8155205769231
"10","Värnfåglarna","Smutsgam","Kontor","3776","null",13.4914194915254,9.4646186440678,72.0280720338983,43.7976458350106
"11","Värnfåglarna","Dvärgsångare","Kontor","6633","null",22.0732700135685,19.1156942559928,57.4341926729986,44.5303251456354
"12","Skatgässen","Ejder","Kontor","16700","1931",92.5615389224551,82.9116407185629,30.888622754491,28.9640718562874
"13","Skatgässen","Korttålärka","Kontor","8856","2017",11.8227966915086,10.4475844996612,22.8500451671183,19.2671635049684
"14","Änderna","Vitkindad Gås","Kontor","5385","null",1.10510157845868,0.471857195914579,25.736304549675,30.6629526462396
"15","Änderna","Sånglärka","Kontor","4118","null",21.6046041767848,21.6674599320058,52.7829043224866,59.7401651287033
"16","Änderna","Svartvit Flugsnappare","Kontor","4091","null",26.1688808531736,25.0147662263506,43.906459044162,37.4396791955512
"17","Änderna","Gulbrynad Sparv","Kontor","7330","null",32.0835825375171,31.8448622100955,32.1542974079127,37.0175989085948
"18","Änderna","Eleonorafalk","Kontor","15777","null",152.950877860176,144.275030867719,41.0407555302022,39.0188248716486
"19","Storfotshönsen","Wilsonbeckasin","Kontor","10024","2008",31.1383479648843,24.7693934557063,54.7406225059856,49.3286113328013
"20","Storfotshönsen","Drillsnäppa","Kontor","3220","2006",30.0309000006211,28.9559173913044,88.1552795031056,76.9782608695652
"21","Storfotshönsen","Knölsvan","Kontor","5335","2004",35.2864948453608,36.3602999062793,0,0
"22","Storfotshönsen","Dammsnäppa","Kontor","16636","2010",84.4731695913265,67.3302412251142,28.9956119259437,19.9613488819428
"23","Storfotshönsen","Piparsnäppa","Kontor","17909","2009",11.5152493164331,11.0441215031548,64.6189066949578,58.5331397621308
"24","Storfotshönsen","Styltlöpare","Kontor","6529","null",17.9131645833972,24.0944650762751,41.8549147504978,31.4566968327462
"25","Storfotshönsen","Ringduva","Kontor","10400","null",57.0858958065384,57.4990380798078,97.3903846153846,78.9951923076923
"26","Storfotshönsen","Sidensvans","Kontor","9380","null",25.2594879217484,24.7606933689765,30.0043469122601,27.0706709434968
"27","Storfotshönsen","Skrikstrandpipare","Kontor","9300","null",11.3826883005376,12.802036834086,51.6792688172043,40.2950107580645
"28","Trädhönsen","Brun Törnskata","Kontor","1588","1922",11.370298488665,13.0601788413099,78.5768261964735,70.6240554156171
"29","Trädhönsen","Vitvingad Lärka","Kontor","4056","1922",22.3859127218935,22.1953846153846,76.0108481262327,66.9844674556213
"30","Trädhönsen","Mindre Flugsnappare","Kontor","6000","1922",24.1141245,23.7683409999999,59.0791666666667,52.9866666666667
"31","Trädhönsen","Havstrut","Kontor","3286","1922",11.2283554473524,14.7124303104078,62.1871576384662,63.2979306147292
"32","Trädhönsen","Kaja","Kontor","600","1922",32.35296,26.9575,101.113333333333,80.335
"33","Trädhönsen","Vitstrupig Näktergal","Kontor","1392","1922",16.6146480272988,19.9669540229885,74.2629310344828,69.3994252873563
"34","Trädhönsen","Brokig Kardinal","Kontor","3240","1922",10.4268203703704,10.4456796296296,78.6012345679012,68.879012345679
"35","Trädhönsen","Flodsångare","Kontor","16132","2001",29.6273344904538,29.7862434911977,76.0305603768906,77.3933796181503
"36","Trädhönsen","Bändelkorsnäbb","Kontor","548","1922",40.9964313047445,37.3521897810219,73.9653284671533,72.3430656934307
"37","Trädhönsen","Medelhavsstenskvätta","Kontor","420","1922",51.6026593690476,75.6880952380952,106.061904761905,103.507142857143
"38","Trädhönsen","Grågam","Kontor","5030","1922",46.3851769383698,53.1641510934394,98.2318091451292,86.9264413518887
"39","Trädhönsen","Mongolpiplärka","Kontor","7772","1922",9.21456253216675,8.3342408646423,39.458697889861,32.5250900669068
"40","Trädhönsen","Domherre","Kontor","3002","1922",27.0362425049967,23.8405196535642,126.119586942039,114.139240506329
"41","Trädhönsen","Bergfink","Kontor","239","1922",56.6407859790795,57.3891213389121,152.63179916318,141.213389121339
"42","Pärlhönsen","Tajgablåstjärt","Kontor","2877","1980",48.8494890510949,46.9000764685435,45.001737921446,37.8936392075078
"43","Pärlhönsen","Grön Biätare","Kontor","2677","1929",49.2245573403063,48.8279417258123,57.8446021666045,62.1180425849832
"44","Pärlhönsen","Macchiasångare","Kontor","2290","1929",31.4192445419214,26.535,49.6331877729258,44.1921397379913
"45","Pärlhönsen","Halsbandsflugsnappare","Kontor","36344","1978",58.5926150121065,62.3441833590138,50.7272176975567,44.5116112700858
"46","Pärlhönsen","Bofink","Kontor","2976","1971",33.1727822513441,29.3415490591396,113.645833333333,40.6384408602151
"47","Pärlhönsen","Taggstjärtseglare","Kontor","10601","2016",22.0166352235638,24.8352155457032,54.8202999717008,47.0559381190454
"48","Tofsvaktlana","Ökennattskärra","Kontor","5637","1962",31.1044172442789,32.2093624268228,59.92426213187,56.6789737448998
"49","Tofsvaktlana","Gransångare","Kontor","13215","null",35.2713583049565,19.0102913356035,45.6162830538025,31.9764787489216
"50","Tofsvaktlana","Stäppvipa","Kontor","7348","1983",66.2346638551987,73.7677966793683,340.058519324986,471.724278715297
"51","Tofsvaktlana","Starrsångare","Kontor","8510","1957",52.1138975323149,53.0182618096357,41.9526439482961,34.9447708578143
"52","Tofsvaktlana","Nötväcka","Kontor","11233","1979",26.5194053236001,13.8815454464524,30.7920413068637,20.0845722424998
"53","Tofsvaktlana","Kungsfågel","Kontor","3800","1984",59.6975578947369,42.3236842105263,57.2736842105263,54.6794736842105
"54","Tofsvaktlana","Sibirisk Gråsnäppa","Kontor","57073","1976",67.6096578066687,63.1510171184273,58.7436932706183,49.4463231300265
"55","Tofsvaktlana","Spetsbergsgås","Kontor","6606","1980",47.3751135331517,43.810021192855,61.7994247653648,43.7400847714199
"56","Tofsvaktlana","Klippsparv","Kontor","17453","null",48.0686128459864,28.5460264710938,99.6390305391623,67.2262648255314
"57","Tofsvaktlana","Bergsångare","Kontor","4468","1973",27.4505550581916,27.1951230975827,58.9346463742167,50.9109221128021
"58","Tofsvaktlana","Mindre Skrikörn","Kontor","2843","1958",14.1055694688709,12.2931410481885,61.1466760464298,55.5082659162856
"59","Tofsvaktlana","Natthäger","Kontor","2720","1984",59.0299522058823,56.6763676470584,65.406162464706,59.8726365547793
"60","Tofsvaktlana","Småskrake","Kontor","6950","1975",54.5372661870504,28.2690647482014,0,0
"61","Tofsvaktlana","Kolymasnäppa","Kontor","7393","null",54.2330139320979,53.1606265386177,53.5773047327202,42.0018936832138
"62","Tofsvaktlana","Svart Buskskvätta","Kontor","4566","1964",8.00105124857643,23.9100963644328,36.9622128777924,34.7282084975909
"63","Tofsvaktlana","Balkansångare","Kontor","8999","1987",24.8075907334148,15.7804242168019,36.3584047116346,29.5567285253917
"64","Tofsvaktlana","Myrspov","Kontor","5670","1978",50.5201940014109,40.8719400352734,22.9848102292769,18.8349206349206
"65","Tofsvaktlana","Alpjärnsparv","Kontor","8114","1980",36.3020088736751,26.4288390436283,27.439954276559,19.7782844466354
"66","Tofsvaktlana","Guldtrast","Kontor","13324","1945",52.5496598613029,40.105726508556,56.1354698288802,43.6002701891324
"67","Tofsvaktlana","Orientseglare","Kontor","8030","1920",9.92189290087173,8.68229140722289,75.2474470734745,58.5678704856787
"68","Tofsvaktlana","Göktyta","Kontor","1894","1920",19.4688489968321,29.1932418162619,74.7803590285111,77.389651531151
"69","Fasanfåglarna","Vitnackad Svärta","Kontor","4382","1984",32.2337174794614,27.4640529438612,52.5990031948881,42.8312797809219
"70","Fasanfåglarna","Blåmes","Kontor","647","null",49.3289768176198,51.5458485316847,47.9598145285935,47.789799072643
"71","Fasanfåglarna","Tretåig Hackspett","Kontor","2010","1929",7.48231840845772,6.90143283582089,57.3410422885572,60.0425422885572
"72","Fasanfåglarna","Klippduva","Kontor","1255","null",19.3577689243028,19.5752988047809,83.4581673306773,77.5617529880478
"73","Fasanfåglarna","Mongolfink","Kontor","5500","1958",68.7548692734545,66.3956945454546,75.9588582067271,51.86
"74","Fasanfåglarna","Helig Ibis","Kontor","1994","null",46.437963890672,44.638851554664,56.6735145436308,52.292126880642
"75","Fasanfåglarna","Rödvingad Vadarsvala","Kontor","2910","null",13.2942268030928,9.77550515463901,51.798969072165,40.2920962199313
"76","Fasanfåglarna","Sandlöpare","Kontor","3358","null",30.2407861825491,33.9067391304348,56.0334207861822,58.3725970815961
"77","Turakofåglarana","Brun Glada/Gulnäbbad Glada","Kontor","5805","2013",6.45216193023256,6.32838931955211,19.7195521102498,17.5509043927649
"78","Trappfåglarna","Kärrsnäppa","Kontor","1988","1943",10.6318490940644,10.6218682092555,54.8174044265594,53.601106639839
"79","Trappfåglarna","Skäggmes","Kontor","6222","1900",47.2126155576985,45.6506840244294,28.6837029893925,14.3667630986821
"80","Trappfåglarna","Entita","Kontor","4924","1962",19.675873275792,21.2333062550773,69.8273761169781,73.1194151096669
"81","Trappfåglarna","Rostgumpad Törnskata","Kontor","1543","1929",17.6624050544394,15.0355917044718,70.801685029164,66.0764744005185
"82","Trappfåglarna","Dubbelbeckasin","Kontor","5092","1991",25.135035349568,22.8388059701491,33.6822466614297,28.2600157109191
"83","Doppingarna","Gråsiska","Kontor","7470","1888",40.7526750998661,41.0736835203481,58.4113788487282,52.2209158319946
"84","Doppingarna","Härfågel","Kontor","1464","null",33.2084010157104,22.8141657178962,63.2581959193989,58.5813001796448
"85","Doppingarna","Ringtrast","Kontor","1609","null",34.3016715487881,28.0056150167806,53.3433619732753,52.9630633586078
"86","Doppingarna","Gulhuvad Ängstrupial","Kontor","2265","null",47.6101890520971,44.8479974278146,71.6840457161148,48.6837862626931
"87","Doppingarna","Rosenstare","Kontor","1160","null",26.7135187387931,13.7774051887931,38,34.1896551724138
"88","Doppingarna","Mosnäppa","Kontor","1818","null",17.3636291254125,11.0370748360836,58.5571985632564,34.7932740132013
"89","Doppingarna","Salskrake","Kontor","4350","null",55.4641426804598,51.8409332572413,53.8654587747126,49.0925035089655
"90","Doppingarna","Krushuvad Pelikan","Kontor","425","null",40.3242863905882,24.6885310729412,93.0978666517647,57.6183215670588
"91","Doppingarna","Rödvingetrast","Kontor","3500","null",2.06914617571429,32.1297144642857,42.8740732794286,32.8288906165714
"92","Trumpetarna","Amerikansk Rördrom","Kontor","23851","1964",52.64953251436,50.0632258605509,14.9444467737202,11.3155003983062
"93","Trumpetarna","Mindre Hackspett","Kontor","56213","1933",16.8910727411809,12.0884266628716,44.2753455606354,31.1512461530251
"94","Trumpetarna","Alfågel","Kontor","17901","2002",10.5667169431875,9.89971509971509,25.0081001061393,20.1150773699793
"95","Trumpetarna","Rödbena","Kontor","6710","2002",14.5899254843517,14.2746348733237,26.24739195231,20.9359165424739
"96","Trumpetarna","Havssula","Kontor","9936","2002",14.6759661835749,13.3210144927536,29.7322866344605,25.9259259259259
"97","Trumpetarna","Gärdsmyg","Kontor","6531","2006",13.7330271015159,12.8690858980248,36.9655489205328,32.3642627468994
"98","Trumpetarna","Skata","Kontor","8689","1999",19.0607895039705,19.9441132466337,48.1713660950627,42.4308896305674
"99","Trumpetarna","Bergtajgasångare","Kontor","8980","1965",16.0722755011136,15.5458737193764,26.8953229398664,25.9667037861915
"100","Trumpetarna","Sparvhök","Kontor","2533","1981",15.8940142123964,14.4678547177261,39.4457165416502,31.006316620608
"101","Trumpetarna","Sibirisk Piplärka","Kontor","21099","2009",24.1383117683303,18.9871169249727,30.0473956111664,24.2669632426656
"102","Trumpetarna","Stare","Kontor","25275","1994",41.1730345123244,55.5767922778239,16.5052423343225,10.9441740850643
"103","Trumpetarna","Lammgam","Kontor","19816","1940",69.4094670972951,49.0056519983851,41.6062777553492,33.8908962454582
"104","Trumpetarna","Vitstrupig Sparv","Kontor","25776","1989",25.4070204841713,22.4663500931099,21.7624922408442,18.5531114214773
"105","Trumpetarna","Wilsonsimsnäppa","Kontor","19338","1983",12.5136852749509,11.1982908572241,30.5328369014376,22.6311407591271
"106","Trumpetarna","Rördrom","Kontor","11386","1995",28.6743105399613,14.7835938587739,34.375548919726,28.0791322676972
"107","Trumpetarna","Kapverdepetrell/Desertaspetrell","Kontor","28691","2001",92.1429716635879,70.3704994597609,41.681712035133,34.0691506047192
"108","Trumpetarna","Amerikansk Skogssnäppa","Kontor","22015","1977",20.0452055416761,20.9830987962753,43.8105836929366,39.2216670451965
"109","Trumpetarna","Gravand","Kontor","27362","1904",12.1995504495285,23.4830206951612,32.073313354287,26.6321540823039
"110","Trumpetarna","Prärielöpare","Kontor","5087","1985",32.5639610051111,6.71284871338706,28.1566738745823,26.6099862394339
"111","Trumpetarna","Småtärna","Kontor","18737","1963",31.9222009926883,20.4721545604952,73.6094358755404,55.1049260820836
"112","Trumpetarna","Skogsduva","Kontor","14240","2006",20.7317415730337,21.2195224719101,31.122893258427,24.0744382022472
"113","Trumpetarna","Svart Stork","Kontor","18012","1929",56.1520031090384,36.5617732622698,47.0419720186542,34.6108150122141
"114","Trumpetarna","Turturduva","Kontor","14448","1976",41.878684388289,39.1865425101744,0,14.3134056506091
"115","Trumpetarna","Sädesärla","Kontor","31771","2019",32.2039545497466,31.2976078814013,0,21.3496446036637
"116","Trumpetarna","Silvertärna","Kontor","9008","1976",45.9990808170515,30.0779840851465,31.4442717584369,27.1668070835924
"117","Trumpetarna","Buskskvätta","Kontor","22701","1898",17.8156433637285,23.3210766045549,22.9232192414431,21.7567948548522
"118","Trumpetarna","Knipa","Kontor","17129","1917",32.8075612487069,69.6793551999026,67.2853404734376,24.6670115012475
"119","Trumpetarna","Purpurhäger","Kontor","30106","1976",18.2994459556235,13.7805487278283,22.7712083983923,17.4215007526407
"120","Ralltranorna","Grå Flugsnappare","Kontor","38906","null",55.8524032315838,53.9897475967719,49.2782604225569,45.0077108929214
"121","Ralltranorna","Tygeltärna","Kontor","3341","null",30.1008380733314,29.9076923076923,50.7632445375636,42.8015564202335
"122","Ralltranorna","Sävsångare","Kontor","8058","null",29.2152295855051,28.3464929262844,68.6655148548026,60.4405559692231
"123","Ralltranorna","Trana","Kontor","2789","null",9.14413768375762,10.8300466116888,37.31388015945,30.4983865184654
"124","Ralltranorna","Orre","Kontor","7291","null",27.009345771362,23.7668467974215,55.3106569743519,52.3714168152517
"125","Ralltranorna","Dvärgsävsparv","Kontor","3312","null",21.7831838786232,19.9575220410628,13.2850241545894,0
"126","Ralltranorna","Gluttsnäppa","Kontor","975","null",20.8528615364103,17.6124307692308,28.3702737938462,13.2711732707692
"127","Ralltranorna","Nötkråka","Kontor","1381","null",28.3453294771904,19.9055076031861,42.8085764431572,14.6918708790732
"128","Ralltranorna","Skärfläcka","Kontor","15165","null",9.61729891111112,9.63553155291789,51.6085638620508,23.4793732196505
"129","Ralltranorna","Gulsparv","Kontor","24704","null",24.04375,24.0491215997409,96.2446713493283,41.0159514457578
"130","Ralltranorna","Strömstare","Kontor","5618","null",25.3753755784977,26.7208259166963,16.3010852950711,9.54038176735486
"131","Ralltranorna","Svarthalsad Trast","Kontor","12268","null",19.8349453090968,16.9571680795565,29.2631235735246,13.8359252066351
"132","Ralltranorna","Biätare","Kontor","21439","null",51.9124212863939,49.4981295769393,0,0
"133","Ralltranorna","Asiatisk Kalanderlärka","Kontor","2007","null",22.9820627802691,19.1130403587444,66.6867353153961,24.5317858086696
"134","Ralltranorna","Större Lira","Kontor","13030","1990",96.1697813121272,95.9941068709742,90.8469184890656,83.1328031809147
"135","Ralltranorna","Smalnäbbad Simsnäppa","Kontor","9160","1991",33.0424601592795,26.5151857908297,24.3198689956332,21.796943231441
"136","Ralltranorna","Storskrake","Kontor","3442","1993",33.8552294325973,40.7769513765252,116.490412550843,90.3747821034282
"137","Ralltranorna","Blåhake","Kontor","3313","1986",46.3939027002716,43.2433330289767,33.7939612647148,31.4394266875943
"138","Ralltranorna","Kentsk/Cabots Tärna","Kontor","4449","1964",44.1656438406384,39.456504977523,21.6789468242302,23.7251052216228
"139","Ralltranorna","Prutgås","Kontor","1747","1989",9.76080724041213,15.801218685747,44.3463079564969,51.2570220457928
"140","Ralltranorna","Småtrapp","Kontor","4634","1991",27.6105632231334,26.3122474138973,42.58523953388,36.4350453172205
"141","Ralltranorna","Ängspiplärka","Kontor","2074","1991",5.75168756027001,6.53326904532305,21.4459980713597,22.2213114754098
"142","Ralltranorna","Svartnäbbad Islom","Kontor","685","1991",35.2013140832117,37.1480583941606,53.0773722627737,50.9138686131387
"143","Ralltranorna","Brandkronad Kungsfågel","Kontor","2288","1972",21.6848776223776,19.069886451923,42.9815626617133,24.1935246848776
"144","Ralltranorna","Dvärgkanadagås","Kontor","7453","1906",81.6963972194893,75.9513816908624,13.255376344086,7.70964712196431
"145","Ralltranorna","Gyllensparv","Kontor","3464","1959",86.2501703233256,85.590715935335,0.863452655889146,0.671478060046189
"146","Ralltranorna","Masktörnskata","Kontor","5819","1965",14.9407114624506,14.0933316332703,25.179584120983,21.0998453342499
"147","Ralltranorna","Brushane","Kontor","5530","1947",11.5233273056058,12.8636528028933,35.8047016274864,34.5895117540687
"148","Ralltranorna","Stjärtmes","Kontor","4390","1929",23.3726651480638,20.4116268644647,44.8929384965831,31.9384965831435
"149","Ralltranorna","Rödhalsad Trast","Kontor","10984","1965",19.2680262199563,17.7452041679716,42.1819009468318,42.0258557902403
"150","Ralltranorna","Karolinasumphöna","Kontor","1952","1968",44.0199795081967,44.109631147541,51.1116803278689,413.986168032787
"151","Ralltranorna","Mellanspett","Kontor","2407","1975",28.9281262982966,28.1084337349398,20.9443290402991,15.4565849605318
"152","Ralltranorna","Svartlärka","Kontor","8088","1991",36.7573354477003,36.7999083719091,39.4547477744807,31.8286350148368
"153","Ralltranorna","Svartmes","Kontor","6955","1929",12.3234788162473,14.1406615641984,56.8859813084112,51.2999281092739
"154","Ralltranorna","Större Korsnäbb","Kontor","17268","2017",77.7623349243688,70.229617065439,74.1479844938615,59.8508156908154
"155","Ralltranorna","Smådopping/Indonesisk Smådopping","Kontor","17453","null",48.0686128459864,45.1194293244714,99.6390305391623,84.6387440554632
"156","Ralltranorna","Stormsvala","Kontor","13264","null",32.3568069964566,31.2939174457177,41.874246079614,36.3857056694813
"157","Ralltranorna","Östlig Kronsångare","Kontor","21586","null",41.1163883955804,29.7431279533031,1.59798017233392,2.26304085981655
"158","Ralltranorna","Ljungpipare","Kontor","6950","null",54.5372661870504,46.2284892086331,66.3197122302158,55.2837410071942
"159","Ralltranorna","Mindre Bergand","Kontor","11233","1979",26.5194053236001,22.9468227543844,30.7920413068637,25.420101486691
"160","Ralltranorna","Dalripa","Kontor","8000","1990",43.929875,44.745217742,32.18125,29.95
"161","Ralltranorna","Trädgårdsträdkrypare","Kontor","5030","1990",26.3011928429423,24.8287506212724,39.6640159045726,35.4986083499008
"162","Tranorna","Taltrast","Kontor","1063","1968",42.2247626528692,42.7667737902165,139.727187206021,0
"163","Simrallarna","Vitgumpad/Stejnegers Buskskvätta","Kontor","324","2012",41.8066172839506,46.3915401234567,75.8348039228395,72.8659896450617
"164","Simrallarna","Fjälluggla","Kontor","840","1920",35.0316666666667,44.71,181.461073763095,193.237019969048
"165","Simrallarna","Orientvadarsvala","Kontor","319","1927",1.578934169279,1.78037617554859,113.284830045916,124.157953282132
"166","Simrallarna","Svarthuvad Trut","Kontor","551","2010",32.6687840254084,33.162504537205,103.683751468239,93.5338094954627
"167","Dunrallarna","Sibirisk Tundrapipare","Kontor","2265","null",7.71390728476821,2.97897172980131,44.7275938189845,36.1163754975717
"168","Dunrallarna","Bläsgås","Kontor","16114","null",45.4940548617969,27.0540399652477,53.3280997890034,42.3404609762317
"169","Dunrallarna","Storlabb","Kontor","5519","1966",22.164350065048,16.7576271063599,84.5982967928973,66.7249501721326
"170","Dunrallarna","Alpkaja","Kontor","3312","null",5.59413949275363,6.55099335748793,61.1422101449275,54.7007850241546
"171","Dunrallarna","Fältsångare","Kontor","3839","null",15.441572806981,16.3957673873405,70.4787705131545,52.0494920552227
"172","Dunrallarna","Rödspov","Kontor","6400","1988",32.1236874967187,34.7089375,68.7641098023437,60.0065801328125
"173","Dunrallarna","Ringnäbbad Mås","Kontor","5517","null",23.018075040783,24.2226699293092,65.1676635852819,46.4944716331339
"174","Dunrallarna","Fjällabb","Kontor","21816","null",22.6940594059406,26.8967363403007,21.0180143014301,23.8531811514485
"175","Dunrallarna","Kornknarr","Kontor","3458","null",17.1088490456911,16.8155581260845,40.2466743782533,31.8155205769231
"176","Dunrallarna","Smutsgam","Kontor","3776","null",13.4914194915254,9.4646186440678,72.0280720338983,43.7976458350106
"177","Dunrallarna","Dvärgsångare","Kontor","6633","null",22.0732700135685,19.1156942559928,57.4341926729986,44.5303251456354
"178","Dunrallarna","Brun Glada/Gulnäbbad Glada","Kontor","5805","2013",6.45216193023256,6.32838931955211,19.7195521102498,17.5509043927649
"179","Rallarna","Steglits","Kontor","2211","1900",93.9657530529173,84.7458684106736,137.014925373134,93.4690185436454
"180","Kaguerna","Varfågel","Kontor","4566","null",8.00105124857643,30.5858300481822,36.9622128777924,41.3806395094174
"181","Kaguerna","Ökenstenskvätta","Kontor","899","null",38.3147942157953,39.5383759733037,98.6429766407119,95.4427141268076
"182","Kaguerna","Mongolpipare","Kontor","5670","null",50.5201940014109,51.2751322751323,22.9848102292769,20.9128747795414
"183","Kaguerna","Rödkindad Sparv","Kontor","8114","null",36.3020088736751,32.8860611289128,27.439954276559,22.9769534138526
"184","Kaguerna","Nunnestenskvätta","Kontor","2140","null",20.4118224285047,20.2341588785046,39.9285696261682,36.7971962616822
"185","Kaguerna","Spetsbergsgrissla","Kontor","3860","null",37.5423575137306,35.3651295336787,32.1846888601036,28.2072538860104
"186","Kaguerna","Tatarfalk","Kontor","4941","null",54.0867030947177,52.0111313499292,4.0548471969237,5.38554948391014
"187","Kaguerna","Grönsiska","Kontor","1790","null",59.5220670379888,62.1498882681566,46.1529149748603,46.6782250837987
"188","Kaguerna","Gulnäbbad Lira","Kontor","8999","1987",24.8075907334148,22.2390271141238,36.3584047116346,38.5087231914657
"189","Solrallarna","Kragtrapp","Flerbostadshus","9651","null",9.83346907056264,9.94625841881671,95.5523303284634,84.0226867682106
