,Customer,Building,BuildingType,Area,BuildingYear,Electricity2019,Electricity2020,Heating2019,Heating2020,Energy2019,Energy2020,EnergyperArea2019
141,Ralltranorna,Ängspiplärka,Kontor,2074,1991,5.75168756,6.533269045,21.44599807,22.22131148,27.19768563,28.75458052,0.0131136382
332,Tranorna,Spillkråka,Flerbostadshus,7734,1953,27.78186191,32.01700957,73.60796483,63.87607965,101.3898267,95.89308922,0.01310962332
64,Tofsvaktlana,Myrspov,Kontor,5670,1978,50.520194,40.87194004,22.98481023,18.83492063,73.50500423,59.70686067,0.01296384554
182,Kaguerna,Mongolpipare,Kontor,5670,null,50.520194,51.27513228,22.98481023,20.91287478,73.50500423,72.18800705,0.01296384554
91,Doppingarna,Rödvingetrast,Kontor,3500,null,2.069146176,32.12971446,42.87407328,32.82889062,44.94321946,64.95860508,0.01284091984
144,Ralltranorna,Dvärgkanadagås,Kontor,7453,1906,81.69639722,75.95138169,13.25537634,7.709647122,94.95177356,83.66102881,0.01274007427
18,Änderna,Eleonorafalk,Kontor,15777,null,152.9508779,144.2750309,41.04075553,39.01882487,193.9916334,183.2938557,0.0122958505
79,Trappfåglarna,Skäggmes,Kontor,6222,1900,47.21261556,45.65068402,28.68370299,14.3667631,75.89631855,60.01744712,0.01219805827
122,Ralltranorna,Sävsångare,Kontor,8058,null,29.21522959,28.34649293,68.66551485,60.44055597,97.88074444,88.7870489,0.01214702711
11,Värnfåglarna,Dvärgsångare,Kontor,6633,null,22.07327001,19.11569426,57.43419267,44.53032515,79.50746269,63.6460194,0.011986652
177,Dunrallarna,Dvärgsångare,Kontor,6633,null,22.07327001,19.11569426,57.43419267,44.53032515,79.50746269,63.6460194,0.011986652
110,Trumpetarna,Prärielöpare,Kontor,5087,1985,32.56396101,6.712848713,28.15667387,26.60998624,60.72063488,33.32283495,0.01193643304
326,Tranorna,Fiskmås,Flerbostadshus,10719,1963,31.86862954,31.43140218,95.4594645,92.47691016,127.328094,123.9083123,0.0118787288
186,Kaguerna,Tatarfalk,Kontor,4941,null,54.08670309,52.01113135,4.054847197,5.385549484,58.14155029,57.39668083,0.01176716258
370,Näktergalarna,Svartbent Strandpipare,Flerbostadshus,8277,1983,71.75184245,45.82022472,24.23305545,66.42599976,95.98489791,112.2462245,0.01159658063
82,Trappfåglarna,Dubbelbeckasin,Kontor,5092,1991,25.13503535,22.83880597,33.68224666,28.26001571,58.81728201,51.09882168,0.01155091948
360,Albatrosserna,Rapphöna,Flerbostadshus,7568,null,13.57798626,13.37172304,73.32135307,69.48004757,86.89933932,82.85177061,0.01148247084
124,Ralltranorna,Orre,Kontor,7291,null,27.00934577,23.7668468,55.31065697,52.37141682,82.32000275,76.13826361,0.01129063266
51,Tofsvaktlana,Starrsångare,Kontor,8510,1957,52.11389753,53.01826181,41.95264395,34.94477086,94.06654148,87.96303267,0.01105364765
189,Solrallarna,Kragtrapp,Flerbostadshus,9651,null,9.833469071,9.946258419,95.55233033,84.02268677,105.3857994,93.96894519,0.01091967666
67,Tofsvaktlana,Orientseglare,Kontor,8030,1920,9.921892901,8.682291407,75.24744707,58.56787049,85.16933997,67.25016189,0.01060639352
125,Ralltranorna,Dvärgsävsparv,Kontor,3312,null,21.78318388,19.95752204,13.28502415,0,35.06820803,19.95752204,0.01058822706
328,Tranorna,Blåtrast,Flerbostadshus,10450,1970,56.72051675,55.69860287,51.40287081,55.05933014,108.1233876,110.757933,0.01034673565
325,Tranorna,Stortrapp,Flerbostadshus,5938,1992,15.60667902,15.92270461,45.31660492,42.38110475,60.92328393,58.30380936,0.01025989962
333,Tranorna,Fjällpipare,Flerbostadshus,10100,1957,20.36259802,25.39790693,80.73267327,40.20158416,101.0952713,65.59949109,0.0100094328
215,Trappfåglarna,Forsärla,Flerbostadshus,5639,1992,22.04589466,21.8979961,34.08937755,32.47738961,56.13527221,54.37538571,0.009954827489
153,Ralltranorna,Svartmes,Kontor,6955,1929,12.32347882,14.14066156,56.88598131,51.29992811,69.20946012,65.44058967,0.009951036682
62,Tofsvaktlana,Svart Buskskvätta,Kontor,4566,1964,8.001051249,23.91009636,36.96221288,34.7282085,44.96326413,58.63830486,0.009847407824
180,Kaguerna,Varfågel,Kontor,4566,null,8.001051249,30.58583005,36.96221288,41.38063951,44.96326413,71.96646956,0.009847407824
160,Ralltranorna,Dalripa,Kontor,8000,1990,43.929875,44.74521774,32.18125,29.95,76.111125,74.69521774,0.009513890625
152,Ralltranorna,Svartlärka,Kontor,8088,1991,36.75733545,36.79990837,39.45474777,31.82863501,76.21208322,68.62854339,0.009422858954
322,Tranorna,Gulgrå Sparv,Flerbostadshus,13769,1961,53.35323408,53.5744179,74.89505411,61.407437,128.2482882,114.9818549,0.009314277593
364,Sydstormsvalorna,Gråhuvad Vipa,Flerbostadshus,5274,2017,38.00796359,24.70534699,10.48065984,8.503602579,48.48862344,33.20894956,0.009193899021
24,Storfotshönsen,Styltlöpare,Kontor,6529,null,17.91316458,24.09446508,41.85491475,31.45669683,59.76807933,55.55116191,0.009154247103
265,Lommarna,Skedand,Flerbostadshus,5258,2014,10.86432103,11.51921073,36.59613913,35.10079878,47.46046017,46.62000951,0.009026333238
154,Ralltranorna,Större Korsnäbb,Kontor,17268,2017,77.76233492,70.22961707,74.14798449,59.85081569,151.9103194,130.0804328,0.008797215625
17,Änderna,Gulbrynad Sparv,Kontor,7330,null,32.08358254,31.84486221,32.15429741,37.01759891,64.23787995,68.86246112,0.008763694399
116,Trumpetarna,Silvertärna,Kontor,9008,1976,45.99908082,30.07798409,31.44427176,27.16680708,77.44335258,57.24479117,0.008597175019
19,Storfotshönsen,Wilsonbeckasin,Kontor,10024,2008,31.13834796,24.76939346,54.74062251,49.32861133,85.87897047,74.09800479,0.008567335442
147,Ralltranorna,Brushane,Kontor,5530,1947,11.52332731,12.8636528,35.80470163,34.58951175,47.32802893,47.45316456,0.008558413912
56,Tofsvaktlana,Klippsparv,Kontor,17453,null,48.06861285,28.54602647,99.63903054,67.22626483,147.7076434,95.7722913,0.008463166412
155,Ralltranorna,Smådopping/Indonesisk Smådopping,Kontor,17453,null,48.06861285,45.11942932,99.63903054,84.63874406,147.7076434,129.7581734,0.008463166412
358,Albatrosserna,Sothöna,Flerbostadshus,13163,1985,21.45167819,22.30146623,87.94043911,84.16850262,109.3921173,106.4699689,0.008310576411
66,Tofsvaktlana,Guldtrast,Kontor,13324,1945,52.54965986,40.10572651,56.13546983,43.60027019,108.6851297,83.7059967,0.008157094693
321,Tranorna,Rostsparv,Flerbostadshus,12426,2006,42.35302849,44.38283438,56.5041043,49.35127958,98.85713279,93.73411395,0.007955668179
65,Tofsvaktlana,Alpjärnsparv,Kontor,8114,1980,36.30200887,26.42883904,27.43995428,19.77828445,63.74196315,46.20712349,0.00785580024
183,Kaguerna,Rödkindad Sparv,Kontor,8114,null,36.30200887,32.88606113,27.43995428,22.97695341,63.74196315,55.86301454,0.00785580024
60,Tofsvaktlana,Småskrake,Kontor,6950,1975,54.53726619,28.26906475,0,0,54.53726619,28.26906475,0.00784708866
97,Trumpetarna,Gärdsmyg,Kontor,6531,2006,13.7330271,12.8690859,36.96554892,32.36426275,50.69857602,45.23334864,0.00776275854
98,Trumpetarna,Skata,Kontor,8689,1999,19.0607895,19.94411325,48.1713661,42.43088963,67.2321556,62.37500288,0.007737617171
130,Ralltranorna,Strömstare,Kontor,5618,null,25.37537558,26.72082592,16.3010853,9.540381767,41.67646087,36.26120768,0.007418380362
12,Skatgässen,Ejder,Kontor,16700,1931,92.56153892,82.91164072,30.88862275,28.96407186,123.4501617,111.8757126,0.00739222525
47,Pärlhönsen,Taggstjärtseglare,Kontor,10601,2016,22.01663522,24.83521555,54.82029997,47.05593812,76.8369352,71.89115366,0.00724808369
146,Ralltranorna,Masktörnskata,Kontor,5819,1965,14.94071146,14.09333163,25.17958412,21.09984533,40.12029558,35.19317697,0.006894706235
22,Storfotshönsen,Dammsnäppa,Kontor,16636,2010,84.47316959,67.33024123,28.99561193,19.96134888,113.4687815,87.29159011,0.006820676937
63,Tofsvaktlana,Balkansångare,Kontor,8999,1987,24.80759073,15.78042422,36.35840471,29.55672853,61.16599545,45.33715274,0.006796976936
188,Kaguerna,Gulnäbbad Lira,Kontor,8999,1987,24.80759073,22.23902711,36.35840471,38.50872319,61.16599545,60.74775031,0.006796976936
27,Storfotshönsen,Skrikstrandpipare,Kontor,9300,null,11.3826883,12.80203683,51.67926882,40.29501076,63.06195712,53.09704759,0.006780855604
359,Albatrosserna,Hedpiplärka,Flerbostadshus,14373,1985,16.67950045,15.90903562,79.4246156,78.23071036,96.10411605,94.13974598,0.006686434012
283,Lommarna,Koltrast,Flerbostadshus,3176,2019,4.627376574,8.412096977,16.60642317,54.36083123,21.23379975,62.77292821,0.00668570521
21,Storfotshönsen,Knölsvan,Kontor,5335,2004,35.28649485,36.36029991,0,0,35.28649485,36.36029991,0.006614150861
35,Trädhönsen,Flodsångare,Kontor,16132,2001,29.62733449,29.78624349,76.03056038,77.39337962,105.6578949,107.1796231,0.006549584358
39,Trädhönsen,Mongolpiplärka,Kontor,7772,1922,9.214562532,8.334240865,39.45869789,32.52509007,48.67326042,40.85933093,0.006262642875
135,Ralltranorna,Smalnäbbad Simsnäppa,Kontor,9160,1991,33.04246016,26.51518579,24.319869,21.79694323,57.36232915,48.31212902,0.006262263008
2,Värnfåglarna,Bläsgås,Kontor,16114,null,45.49405486,27.05403997,53.32809979,42.34046098,98.82215465,69.39450094,0.006132689255
168,Dunrallarna,Bläsgås,Kontor,16114,null,45.49405486,27.05403997,53.32809979,42.34046098,98.82215465,69.39450094,0.006132689255
49,Tofsvaktlana,Gransångare,Kontor,13215,null,35.2713583,19.01029134,45.61628305,31.97647875,80.88764136,50.98677008,0.006120896054
95,Trumpetarna,Rödbena,Kontor,6710,2002,14.58992548,14.27463487,26.24739195,20.93591654,40.83731744,35.21055142,0.006086038366
363,Sydstormsvalorna,Sotvingad Mås,Flerbostadshus,5198,2010,20.00500192,20.16006156,11.04848018,7.445940746,31.05348211,27.60600231,0.005974121221
26,Storfotshönsen,Sidensvans,Kontor,9380,null,25.25948792,24.76069337,30.00434691,27.07067094,55.26383483,51.83136431,0.005891666827
284,Lommarna,Skiffertrut,Flerbostadshus,3176,2019,2.184099496,6.614603275,16.49653652,50.27046599,18.68063602,56.88506927,0.005881812349
118,Trumpetarna,Knipa,Kontor,17129,1917,32.80756125,69.6793552,67.28534047,24.6670115,100.0929017,94.3463667,0.005843476077
113,Trumpetarna,Svart Stork,Kontor,18012,1929,56.15200311,36.56177326,47.04197202,34.61081501,103.1939751,71.17258827,0.005729179165
111,Trumpetarna,Småtärna,Kontor,18737,1963,31.92220099,20.47215456,73.60943588,55.10492608,105.5316369,75.57708064,0.005632258999
103,Trumpetarna,Lammgam,Kontor,19816,1940,69.4094671,49.005652,41.60627776,33.89089625,111.0157449,82.89654824,0.005602328666
156,Ralltranorna,Stormsvala,Kontor,13264,null,32.356807,31.29391745,41.87424608,36.38570567,74.23105308,67.67962312,0.005596430419
149,Ralltranorna,Rödhalsad Trast,Kontor,10984,1965,19.26802622,17.74520417,42.18190095,42.02585579,61.44992717,59.77105996,0.005594494462
106,Trumpetarna,Rördrom,Kontor,11386,1995,28.67431054,14.78359386,34.37554892,28.07913227,63.04985946,42.86272613,0.005537489852
221,Trappfåglarna,Garfågel,Flerbostadshus,7524,2014,9.434343434,9.016746411,30.71105795,28.28282828,40.14540138,37.29957469,0.005335646117
249,Lommarna,Svarthalsad Dopping,Flerbostadshus,2911,1948,15.49126074,15.63552731,0,88.31982137,15.49126074,103.9553487,0.005321628559
52,Tofsvaktlana,Nötväcka,Kontor,11233,1979,26.51940532,13.88154545,30.79204131,20.08457224,57.31144663,33.96611769,0.005102060592
159,Ralltranorna,Mindre Bergand,Kontor,11233,1979,26.51940532,22.94682275,30.79204131,25.42010149,57.31144663,48.36692424,0.005102060592
14,Änderna,Vitkindad Gås,Kontor,5385,null,1.105101578,0.4718571959,25.73630455,30.66295265,26.84140613,31.13480984,0.004984476533
129,Ralltranorna,Gulsparv,Kontor,24704,null,24.04375,24.0491216,96.24467135,41.01595145,120.2884213,65.06507305,0.00486918804
319,Tranorna,Sävsparv,Flerbostadshus,17300,1973,44.15112139,41.7587237,39.32306406,38.6163577,83.47418545,80.3750814,0.004825097425
99,Trumpetarna,Bergtajgasångare,Kontor,8980,1965,16.0722755,15.54587372,26.89532294,25.96670379,42.96759844,41.51257751,0.004784810517
107,Trumpetarna,Kapverdepetrell/Desertaspetrell,Kontor,28691,2001,92.14297166,70.37049946,41.68171204,34.0691506,133.8246837,104.4396501,0.004664343651
77,Turakofåglarana,Brun Glada/Gulnäbbad Glada,Kontor,5805,2013,6.45216193,6.32838932,19.71955211,17.55090439,26.17171404,23.87929371,0.004508477871
178,Dunrallarna,Brun Glada/Gulnäbbad Glada,Kontor,5805,2013,6.45216193,6.32838932,19.71955211,17.55090439,26.17171404,23.87929371,0.004508477871
96,Trumpetarna,Havssula,Kontor,9936,2002,14.67596618,13.32101449,29.73228663,25.92592593,44.40825282,39.24694042,0.004469429631
23,Storfotshönsen,Piparsnäppa,Kontor,17909,2009,11.51524932,11.0441215,64.61890669,58.53313976,76.13415601,69.57726127,0.004251167347
128,Ralltranorna,Skärfläcka,Kontor,15165,null,9.617298911,9.635531553,51.60856386,23.47937322,61.22586277,33.11490477,0.004037313734
255,Lommarna,Videsparv,Flerbostadshus,2809,1948,11.34012104,9.900571022,0,84.33606266,11.34012104,94.23663368,0.004037066942
131,Ralltranorna,Svarthalsad Trast,Kontor,12268,null,19.83494531,16.95716808,29.26312357,13.83592521,49.09806888,30.79309329,0.00400212495
13,Skatgässen,Korttålärka,Kontor,8856,2017,11.82279669,10.4475845,22.85004517,19.2671635,34.67284186,29.714748,0.003915180878
251,Lommarna,Nötskrika,Flerbostadshus,2862,1948,10.99896226,12.43492278,0,92.77742837,10.99896226,105.2123512,0.003843103516
256,Lommarna,Talltita,Flerbostadshus,1649,1948,6.033468768,7.790758035,0,91.89266222,6.033468768,99.68342025,0.003658865232
340,Tranorna,Kaveldunsångare,Flerbostadshus,23262,1969,44.25061507,41.64660451,40.82151148,37.06194652,85.07212654,78.70855103,0.003657128645
112,Trumpetarna,Skogsduva,Kontor,14240,2006,20.73174157,21.21952247,31.12289326,24.0744382,51.85463483,45.29396067,0.003641477165
253,Lommarna,Ringand,Flerbostadshus,2893,1948,5.664821983,5.617174214,3.472519876,87.91358451,9.137341859,93.53075873,0.003158431337
45,Pärlhönsen,Halsbandsflugsnappare,Kontor,36344,1978,58.59261501,62.34418336,50.7272177,44.51161127,109.3198327,106.8557946,0.003007919676
108,Trumpetarna,Amerikansk Skogssnäppa,Kontor,22015,1977,20.04520554,20.9830988,43.81058369,39.22166705,63.85578923,60.20476584,0.002900558221
114,Trumpetarna,Turturduva,Kontor,14448,1976,41.87868439,39.18654251,0,14.31340565,41.87868439,53.49994816,0.002898580038
92,Trumpetarna,Amerikansk Rördrom,Kontor,23851,1964,52.64953251,50.06322586,14.94444677,11.3155004,67.59397929,61.37872626,0.002834010284
120,Ralltranorna,Grå Flugsnappare,Kontor,38906,null,55.85240323,53.9897476,49.27826042,45.00771089,105.1306637,98.99745849,0.002702170967
254,Lommarna,Rosenfink,Flerbostadshus,2588,1948,3.509424266,4.034814529,3.394899536,85.46213292,6.904323802,89.49694745,0.00266782218
101,Trumpetarna,Sibirisk Piplärka,Kontor,21099,2009,24.13831177,18.98711692,30.04739561,24.26696324,54.18570738,43.25408017,0.002568164718
132,Ralltranorna,Biätare,Kontor,21439,null,51.91242129,49.49812958,0,0,51.91242129,49.49812958,0.002421401245
252,Lommarna,Kungsfågelsångare,Flerbostadshus,1859,1948,1.198337816,1.615664336,3.169445939,79.68692846,4.367783755,81.30259279,0.002349534026
102,Trumpetarna,Stare,Kontor,25275,1994,41.17303451,55.57679228,16.50524233,10.94417409,57.67827685,66.52096636,0.002282028758
250,Lommarna,Brunsångare,Flerbostadshus,3100,1948,3.360170968,3.757264516,3.696451613,91.48225806,7.056622581,95.23952258,0.002276329865
105,Trumpetarna,Wilsonsimsnäppa,Kontor,19338,1983,12.51368527,11.19829086,30.5328369,22.63114076,43.04652218,33.82943162,0.002226006938
54,Tofsvaktlana,Sibirisk Gråsnäppa,Kontor,57073,1976,67.60965781,63.15101712,58.74369327,49.44632313,126.3533511,112.5973402,0.002213890125
8,Värnfåglarna,Fjällabb,Kontor,21816,null,22.69405941,26.89673634,21.0180143,23.85318115,43.71207371,50.74991749,0.002003670412
174,Dunrallarna,Fjällabb,Kontor,21816,null,22.69405941,26.89673634,21.0180143,23.85318115,43.71207371,50.74991749,0.002003670412
94,Trumpetarna,Alfågel,Kontor,17901,2002,10.56671694,9.8997151,25.00810011,20.11507737,35.57481705,30.01479247,0.001987308924
157,Ralltranorna,Östlig Kronsångare,Kontor,21586,null,41.1163884,29.74312795,1.597980172,2.26304086,42.71436857,32.00616881,0.001978799619
104,Trumpetarna,Vitstrupig Sparv,Kontor,25776,1989,25.40702048,22.46635009,21.76249224,18.55311142,47.16951273,41.01946151,0.001829977992
117,Trumpetarna,Buskskvätta,Kontor,22701,1898,17.81564336,23.3210766,22.92321924,21.75679485,40.73886261,45.07787146,0.001794584494
109,Trumpetarna,Gravand,Kontor,27362,1904,12.19955045,23.4830207,32.07331335,26.63215408,44.2728638,50.11517478,0.001618041949
119,Trumpetarna,Purpurhäger,Kontor,30106,1976,18.29944596,13.78054873,22.7712084,17.42150075,41.07065435,31.20204948,0.001364201633
93,Trumpetarna,Mindre Hackspett,Kontor,56213,1933,16.89107274,12.08842666,44.27534556,31.15124615,61.1664183,43.23967282,0.001088118732
115,Trumpetarna,Sädesärla,Kontor,31771,2019,32.20395455,31.29760788,0,21.3496446,32.20395455,52.64725249,0.00101362735
279,Lommarna,Fläckdrillsnäppa,Flerbostadshus,1388,2019,0.4524495677,5.239481268,0,58.90850144,0.4524495677,64.14798271,0.000325972311
278,Lommarna,Svarthuvad Sparv,Flerbostadshus,1388,2019,0.2737752161,4.534805476,0,58.52161383,0.2737752161,63.05641931,0.000197244392